0,0.102,0.458,0.419,0.489,0.99,0.99,0.177,0.39,0.99,0.99,13.701,98.392,0.139
0,0.332,0.228,0.22,0.295,0.99,0.99,0.486,0.416,0.99,0.99,73.101,21.018,3.478
0,0.096,0.464,0.072,0.357,0.99,0.99,0.256,0.135,0.99,0.99,56.282,186.895,0.301
0,0.518,0.042,0.206,0.013,0.99,0.99,0.031,0.489,0.99,0.99,263.188,43.329,6.074
0,0.382,0.178,0.388,0.369,0.99,0.99,0.098,0.167,0.99,0.99,68.032,84.184,0.808
0,0.358,0.202,0.465,0.39,0.99,0.99,0.068,0.074,0.99,0.99,47.111,84.437,0.558
0,0.068,0.492,0.083,0.409,0.99,0.99,0.382,0.426,0.99,0.99,27.086,56.357,0.481
0,0.272,0.288,0.37,0.352,0.99,0.99,0.147,0.363,0.99,0.99,57.544,84.011,0.685
0,0.348,0.212,0.223,0.347,0.99,0.99,0.355,0.124,0.99,0.99,95.515,80.518,1.186
0,0.474,0.086,0.128,0.066,0.99,0.99,0.396,0.092,0.99,0.99,273.088,66.089,4.132
0,0.34,0.22,0.081,0.131,0.99,0.99,0.17,0.251,0.99,0.99,203.859,120.217,1.696
0,0.172,0.388,0.156,0.309,0.99,0.99,0.058,0.29,0.99,0.99,87.058,167.121,0.521
0,0.396,0.164,0.4,0.116,0.99,0.99,0.482,0.169,0.99,0.99,81.802,39.1,2.092
0,0.434,0.126,0.275,0.204,0.99,0.99,0.448,0.059,0.99,0.99,137.175,52.126,2.632
0,0.372,0.188,0.191,0.209,0.99,0.99,0.213,0.027,0.99,0.99,171.075,117.483,1.456
0,0.296,0.264,0.335,0.22,0.99,0.99,0.107,0.285,0.99,0.99,99.442,107.551,0.925
0,0.218,0.342,0.134,0.196,0.99,0.99,0.399,0.081,0.99,0.99,100.731,116.519,0.865
0,0.432,0.128,0.314,0.48,0.99,0.99,0.267,0.128,0.99,0.99,50.142,56.153,0.893
0,0.48,0.08,0.349,0.165,0.99,0.99,0.386,0.05,0.99,0.99,130.515,41.601,3.137
0,0.2,0.36,0.3,0.084,0.99,0.99,0.29,0.162,0.99,0.99,92.953,135.534,0.686
0,0.236,0.324,0.073,0.033,0.99,0.99,0.244,0.222,0.99,0.99,160.661,150.806,1.065
0,0.024,0.536,0.468,0.383,0.99,0.99,0.09,0.405,0.99,0.99,11.451,107.046,0.107
0,0.296,0.264,0.211,0.461,0.99,0.99,0.428,0.485,0.99,0.99,47.885,19.283,2.483
0,0.284,0.276,0.38,0.403,0.99,0.99,0.351,0.231,0.99,0.99,42.467,70.212,0.605
0,0.31,0.25,0.055,0.129,0.99,0.99,0.223,0.401,0.99,0.99,182.177,87.49,2.082
0,0.508,0.052,0.044,0.139,0.99,0.99,0.463,0.02,0.99,0.99,290.075,54.73,5.3
0,0.396,0.164,0.484,0.435,0.99,0.99,0.368,0.46,0.99,0.99,20.735,16.125,1.286
0,0.322,0.238,0.341,0.125,0.99,0.99,0.272,0.118,0.99,0.99,117.025,103.087,1.135
0,0.212,0.348,0.425,0.095,0.99,0.99,0.096,0.2,0.99,0.99,86.894,159.155,0.546
0,0.198,0.362,0.214,0.072,0.99,0.99,0.059,0.314,0.99,0.99,123.797,156.264,0.792
0,0.134,0.426,0.181,0.287,0.99,0.99,0.192,0.369,0.99,0.99,60.607,113.107,0.536
0,0.462,0.098,0.052,0.404,0.99,0.99,0.237,0.272,0.99,0.99,123.223,51.978,2.371
0,0.256,0.304,0.398,0.387,0.99,0.99,0.422,0.056,0.99,0.99,39.425,79.364,0.497
0,0.166,0.394,0.392,0.313,0.99,0.99,0.187,0.185,0.99,0.99,47.904,159.244,0.301
0,0.042,0.518,0.109,0.092,0.99,0.99,0.412,0.376,0.99,0.99,27.962,64.753,0.432
0,0.158,0.402,0.43,0.235,0.99,0.99,0.434,0.014,0.99,0.99,40.012,91.38,0.438
0,0.446,0.114,0.243,0.221,0.99,0.99,0.079,0.432,0.99,0.99,157.99,50.674,3.118
0,0.486,0.074,0.236,0.228,0.99,0.99,0.359,0.317,0.99,0.99,159.167,29.461,5.403
0,0.408,0.152,0.282,0.429,0.99,0.99,0.262,0.388,0.99,0.99,68.328,40.871,1.672
0,0.176,0.384,0.453,0.257,0.99,0.99,0.295,0.176,0.99,0.99,42.278,114.558,0.369
0,0.414,0.146,0.184,0.329,0.99,0.99,0.467,0.476,0.99,0.99,105.044,12.719,8.259
0,0.352,0.208,0.353,0.376,0.99,0.99,0.305,0.472,0.99,0.99,59.562,31.716,1.878
0,0.488,0.072,0.257,0.467,0.99,0.99,0.181,0.421,0.99,0.99,64.914,26.547,2.445
0,0.086,0.474,0.342,0.456,0.99,0.99,0.478,0.436,0.99,0.99,12.635,24.923,0.507
0,0.548,0.012,0.307,0.337,0.99,0.99,0.404,0.218,0.99,0.99,100.406,10.243,9.802
0,0.5,0.06,0.438,0.3,0.99,0.99,0.455,0.208,0.99,0.99,62.606,17.873,3.503
0,0.186,0.374,0.27,0.325,0.99,0.99,0.333,0.342,0.99,0.99,53.52,77.135,0.694
0,0.14,0.42,0.286,0.022,0.99,0.99,0.209,0.204,0.99,0.99,84.483,175.249,0.482
0,0.286,0.274,0.145,0.201,0.99,0.99,0.027,0.336,0.99,0.99,153.409,128.432,1.194
0,0.206,0.354,0.061,0.343,0.99,0.99,0.217,0.037,0.99,0.99,106.43,196.349,0.542
0,0.156,0.404,0.228,0.334,0.99,0.99,0.426,0.331,0.99,0.99,43.265,60.652,0.713
0,0.066,0.494,0.153,0.45,0.99,0.99,0.227,0.384,0.99,0.99,27.195,104.37,0.261
0,0.304,0.256,0.035,0.304,0.99,0.99,0.392,0.031,0.99,0.99,127.144,114.439,1.111
0,0.522,0.038,0.288,0.077,0.99,0.99,0.414,0.461,0.99,0.99,182.977,15.51,11.797
0,0.112,0.448,0.066,0.026,0.99,0.99,0.041,0.145,0.99,0.99,123.742,289.036,0.428
0,0.124,0.436,0.033,0.272,0.99,0.99,0.277,0.247,0.99,0.99,70.482,141.057,0.5
0,0.388,0.172,0.088,0.439,0.99,0.99,0.046,0.454,0.99,0.99,104.984,69.347,1.514
0,0.266,0.294,0.458,0.161,0.99,0.99,0.194,0.442,0.99,0.99,66.475,52.239,1.273
0,0.42,0.14,0.174,0.475,0.99,0.99,0.017,0.133,0.99,0.99,85.965,94.009,0.914
0,0.24,0.32,0.166,0.019,0.99,0.99,0.117,0.257,0.99,0.99,159.06,163.988,0.97
0,0.312,0.248,0.379,0.458,0.99,0.99,0.067,0.439,0.99,0.99,40.133,65.37,0.614
0,0.13,0.43,0.361,0.251,0.99,0.99,0.319,0.396,0.99,0.99,38.954,70.734,0.551
0,0.232,0.328,0.114,0.051,0.99,0.99,0.371,0.264,0.99,0.99,129.005,97.247,1.327
0,0.466,0.094,0.161,0.043,0.99,0.99,0.137,0.276,0.99,0.99,266.288,76.522,3.48
0,0.424,0.136,0.104,0.107,0.99,0.99,0.168,0.11,0.99,0.99,258.51,109.65,2.358
0,0.046,0.514,0.262,0.279,0.99,0.99,0.112,0.048,0.99,0.99,52.837,307.783,0.172
0,0.144,0.416,0.101,0.175,0.99,0.99,0.14,0.143,0.99,0.99,104.743,227.797,0.46
0,0.032,0.528,0.137,0.154,0.99,0.99,0.121,0.351,0.99,0.99,32.119,146.887,0.219
0,0.09,0.47,0.095,0.319,0.99,0.99,0.014,0.194,0.99,0.99,77.576,257.525,0.301
0,0.084,0.476,0.042,0.184,0.99,0.99,0.301,0.239,0.99,0.99,57.941,140.982,0.411
0,0.25,0.31,0.475,0.396,0.99,0.99,0.159,0.19,0.99,0.99,31.222,102.507,0.305
0,0.038,0.522,0.196,0.216,0.99,0.99,0.281,0.068,0.99,0.99,36.907,199.037,0.185
0,0.338,0.222,0.199,0.237,0.99,0.99,0.126,0.305,0.99,0.99,139.585,98.247,1.421
0,0.062,0.498,0.33,0.062,0.99,0.99,0.363,0.112,0.99,0.99,39.611,137.777,0.288
0,0.378,0.182,0.487,0.421,0.99,0.99,0.154,0.099,0.99,0.99,29.626,48.429,0.612
0,0.26,0.3,0.144,0.189,0.99,0.99,0.461,0.37,0.99,0.99,91.787,42.326,2.169
0,0.506,0.054,0.25,0.145,0.99,0.99,0.103,0.449,0.99,0.99,192.478,33.454,5.754
